Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
SGOC,"SGOCO Group, Ltd",1.1032,88285396.9704,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc
CYRN,CYREN Ltd.,1.62,88233878.34,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,51.81,88077051.81,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skor
TACT,TransAct Technologies Incorporated,11.77,87770773.2,n/a,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact
CBIO,"Catalyst Biosciences, Inc. ",7.32,87694353.96,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbio
ARDS,Aridis Pharmaceuticals Inc.,10.8,87558732,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards
SNFCA,Security National Financial Corporation,5,87553535,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca
PSTI,"Pluristem Therapeutics, Inc.",0.5838,87446348.8248,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/psti
UG,"United-Guardian, Inc.",19.0199,87383487.9481,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ug
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,28.46,86806016.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/idlb
FHL,Futu Holdings Limited,10.05,86681250,8625000,2019,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/fhl
DXLG,"Destination XL Group, Inc.",1.73,86267401.5,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dxlg
PCTI,"PC-Tel, Inc.",4.68,86194840.68,n/a,1999,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pcti
CATB,"Catabasis Pharmaceuticals, Inc.",7.49,86125577.58,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/catb
EMCF,Emclaire Financial Corp,31.8,85819041.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf
NAII,"Natural Alternatives International, Inc.",11.82,85797207.54,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/naii
MVIS,"Microvision, Inc.",0.8276,85675485.832,n/a,1996,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis
YI,"111, Inc.",6.62,85445630.9,12907195,2018,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/yi
FAB,First Trust Multi Cap Value AlphaDEX Fund,53.395,85432106.79,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fab
CLPS,CLPS Incorporation,6.13,85287922.13,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/clps
ASYS,"Amtech Systems, Inc.",5.96,84870143.72,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys
TZAC,Tenzing Acquisition Corp.,10.2652,84842524.7076,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tzac
PBBI,"PB Bancorp, Inc.",11.35,84525765.4,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbbi
BBGI,"Beasley Broadcast Group, Inc.",3.02,84159581.22,n/a,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi
MOGO,Mogo Finance Technology Inc.,3.55,84034311.35,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mogo
IFRX,InflaRx N.V.,3.23,83864944.17,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ifrx
APEN,"Apollo Endosurgery, Inc.",3.82,83743354.08,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen
OESX,"Orion Energy Systems, Inc.",2.82,83476706.58,n/a,2015,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/oesx
ALPN,"Alpine Immune Sciences, Inc.",4.49,83384476.97,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
WEBK,"Wellesley Bancorp, Inc.",32.65,83275065.7,n/a,2012,Finance,Banks,https://www.nasdaq.com/symbol/webk
INVE,"Identiv, Inc.",5.03,83070369.52,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/inve
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,44.835,83034420,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jsmd
TTOO,"T2 Biosystems, Inc.",1.87,82914384.41,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ttoo
MSBF,MSB Financial Corp.,15.43,82810557.22,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf
CWBC,Community West Bancshares,9.69,81879395.34,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc
ANIX,"Anixa Biosciences, Inc.",4.04,81190841.72,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,47.6899,81072830,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agzd
EDTXU,EdtechX Holdings Acquisition Corp.,10.24,80960000,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxu
FDIV,First Trust Strategic Income ETF,50.41,80656100.82,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdiv
INAP,Internap Corporation,3.01,80467205.91,n/a,1999,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inap
FBSS,"Fauquier Bankshares, Inc.",21.1926,80212592.2884,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss
ESGG,FlexShares STOXX Global ESG Impact Index Fund,99.78,79824099.78,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgg
TIGR,UP Fintech Holding Limited,5.32,79534000,14950000,2019,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tigr
FENC,Fennec Pharmaceuticals Inc.,3.98,79185403.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc
CPSS,"Consumer Portfolio Services, Inc.",3.57,79072436.94,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss
EDTX,EdtechX Holdings Acquisition Corp.,10,79062500,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx
ACST,"Acasti Pharma, Inc.",1.01,78914061.34,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst
JRSH,"Jerash Holdings (US), Inc.",6.9642,78869565,n/a,2018,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jrsh
OTIC,"Otonomy, Inc.",2.57,78861508.84,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/otic
ETTX,Entasis Therapeutics Holdings Inc.,6,78792024,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ettx
TRCH,"Torchlight Energy Resources, Inc.",1.1,78577250.4,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/trch
EDAP,EDAP TMS S.A.,2.65,77757079.1,29342294,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap
HBIO,"Harvard Bioscience, Inc.",2.06,77636472.48,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/hbio
IDRA,"Idera Pharmaceuticals, Inc.",2.77,77620264.12,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/idra
SMTX,SMTC Corporation,3.32,77533812.56,n/a,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx
ATOM,Atomera Incorporated,5.04,77270775.12,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
RAIL,"Freightcar America, Inc.",6.13,77214350.46,n/a,2005,Capital Goods,Railroads,https://www.nasdaq.com/symbol/rail
IROQ,"IF Bancorp, Inc.",21.56,77207481.12,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/iroq
JCTCF,Jewett-Cameron Trading Company,8.625,77090043,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/jctcf
IMOS,ChipMOS TECHNOLOGIES INC.,15.37,76778929.12,4995376,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/imos
PFSW,"PFSweb, Inc.",3.95,76685248.65,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pfsw
RNWK,"RealNetworks, Inc.",2.02,76646619.42,n/a,1997,Technology,EDP Services,https://www.nasdaq.com/symbol/rnwk
ISSC,"Innovative Solutions and Support, Inc.",4.5326,76641896.5736,n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc
KBWR,Invesco KBW Regional Banking ETF,49.3256,76454680,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwr
TUES,Tuesday Morning Corp.,1.63,76137753.14,n/a,1999,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tues
PERI,Perion Network Ltd,2.92,75949115.32,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/peri
ASPU,Aspen Group Inc.,4.05,75526291.35,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
HHHH,Wealthbridge Acquisition Limited,10.1,75320750,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/hhhh
MACK,"Merrimack Pharmaceuticals, Inc.",5.59,74586861.31,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,24.8,74400000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgre
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,43.6925,74283978.645,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csb
CFBI,"Community First Bancshares, Inc.",9.98,74100242.52,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi
NYMTP,"New York Mortgage Trust, Inc.",24.628,73884000,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nymtp
DDMXU,DD3 Acquisition Corp.,10.22,73821104,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxu
UMRX,Unum Therapeutics Inc.,2.45,73791113.9,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/umrx
JFK,8i Enterprises Acquisition Corp,9.91,73606525,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfk
IRCP,IRSA Propiedades Comerciales S.A.,19.26,73541709.9,3818365,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/ircp
MGEN,"Miragen Therapeutics, Inc.",2.37,73306989.03,n/a,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen
HNNA,"Hennessy Advisors, Inc.",9.7584,73160266.6272,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/hnna
CART,"Carolina Trust BancShares, Inc.",7.8648,73118864.7096,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cart
ASRV,AmeriServ Financial Inc.,4.15,72802105.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv
OVID,Ovid Therapeutics Inc.,1.88,72742873.84,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ovid
TSCBP,"TriState Capital Holdings, Inc.",25.94,72632000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tscbp
AQMS,"Aqua Metals, Inc.",1.62,72522350.46,n/a,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
AIHS,Senmiao Technology Limited,2.8,72462320,n/a,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs
INTG,The Intergroup Corporation,31.1,72380958.2,n/a,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/intg
LTRX,"Lantronix, Inc.",3.22,72325447.18,n/a,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx
TMDI,Titan Medical Inc.,2.32,72268549.84,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tmdi
DDMX,DD3 Acquisition Corp.,9.9947,72193717.04,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmx
PPIH,"Perma-Pipe International Holdings, Inc.",9.09,71930278.98,n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/ppih
CAAS,"China Automotive Systems, Inc.",2.22,71791030.44,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/caas
AMRB,American River Bankshares,12.18,71711625.72,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb
SBPH,"Spring Bank Pharmaceuticals, Inc.",4.36,71692055.52,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbph
LONE,Lonestar Resources US Inc.,2.87,71554102.41,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone
MAYS,"J. W. Mays, Inc.",35.48,71519874.4,n/a,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays
NICK,"Nicholas Financial, Inc.",9.0342,71459148.8016,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/nick
YIN,Yintech Investment Holdings Limited,4.44,71348469,16069475,2016,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/yin
BLCN,Reality Shares Nasdaq NextGen Economy ETF,23.37,71278523.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/blcn
SSKN,"Strata Skin Sciences, Inc.",2.29,71266192.32,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sskn
AIRR,First Trust RBA American Industrial Renaissance ETF,25.83,71032551.66,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/airr
MGYR,"Magyar Bancorp, Inc.",12.15,70722063.9,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr
DALI,First Trust DorseyWright DALI 1 ETF,20.4901,70690885.9802,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dali
PBHC,"Pathfinder Bancorp, Inc.",15.04,70601083.84,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pbhc
RFIL,"RF Industries, Ltd.",7.57,70401000,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/rfil
SCYX,"SCYNEXIS, Inc.",1.31,70283162.39,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scyx
SLGG,"Super League Gaming, Inc.",8.36,69963443.88,n/a,2019,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/slgg
AVNW,"Aviat Networks, Inc.",13,69909190,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
UBOH,"United Bancshares, Inc.",21.35,69828057.25,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uboh
NTWK,NetSol Technologies Inc.,5.9817,69825598.3851,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntwk
VTVT,vTv Therapeutics Inc.,1.35,69806990.7,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtvt
FFBW,"FFBW, Inc.",10.5,69774726,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw
ARKR,Ark Restaurants Corp.,19.9138,69675279.6472,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
HCCH,HL Acquisitions Corp.,10,69632350,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/hcch
AWRE,"Aware, Inc.",3.23,69611167.35,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
AQB,"AquaBounty Technologies, Inc.",3.21,69331361.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
BLNK,Blink Charging Co.,2.64,69265162.56,n/a,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/blnk
SVVC,"Firsthand Technology Value Fund, Inc.",9.5,69122342,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/svvc
OXLCM,Oxford Lane Capital Corp.,25.3,69054199.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxlcm
FTHI,First Trust BuyWrite Income ETF,22.45,69015812.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fthi
NOVN,"Novan, Inc.",2.64,68824097.76,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/novn
NH,"NantHealth, Inc.",0.6252,68729109.4044,n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/nh
CWBR,"CohBar, Inc.",1.72,68724572.84,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr
VIRC,Virco Manufacturing Corporation,4.42,68695445.52,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/virc
AGTC,Applied Genetic Technologies Corporation,3.78,68687551.8,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc
PFIE,"Profire Energy, Inc.",1.45,68623822.3,n/a,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/pfie
BCOM,B Communications Ltd.,1.8401,68589074.2645,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
SSBI,Summit State Bank,11.26,68308508.5,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/ssbi
DWTR,Invesco DWA Tactical Sector Rotation ETF,31.65,68047531.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwtr
AMR,"Alta Mesa Resources, Inc.",0.1785,67986914.1735,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr
ENT,Global Eagle Entertainment Inc.,0.735,67890180.855,n/a,2011,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ent
RELL,"Richardson Electronics, Ltd.",5.2,67879609.2,n/a,1983,Technology,Electronic Components,https://www.nasdaq.com/symbol/rell
VRML,"Vermillion, Inc.",0.8951,67652082.2774,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vrml
PPHI,"Positive Physicians Holdings, Inc.",14,67620000,n/a,2019,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pphi
ARAV,"Aravive, Inc.",5.99,67546235,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav
ISHG,iShares 1-3 Year International Treasury Bond ETF,78.95,67107500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ishg
NVTR,Nuvectra Corporation,3.77,67106885.95,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvtr
COCP,"Cocrystal Pharma, Inc.",2.12,67035769.52,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp
UBCP,"United Bancorp, Inc.",11.6665,66933265.4635,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubcp
CLUB,"Town Sports International Holdings, Inc.",2.38,66566393.74,n/a,2006,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/club
ORGS,Orgenesis Inc.,4.11,66234018.63,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orgs
HBP,"Huttig Building Products, Inc.",2.49,66106726.14,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/hbp
DOGZ,Dogness (International) Corporation,2.5477,66020157.6987,n/a,2017,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz
SORL,"SORL Auto Parts, Inc.",3.4,65636731.4,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sorl
ALIM,"Alimera Sciences, Inc.",0.92,65320455.4,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim
KRMA,Global X Conscious Companies ETF,22.081,65142129.664,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/krma
ZEAL,Zealand Pharma A/S,20.9807,65029868.4763,3099509,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zeal
IRIX,IRIDEX Corporation,4.75,64775308.25,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/irix
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,38,64600000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dxjs
BTEC,Principal Healthcare Innovators Index ETF,33.95,64505033.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/btec
CZFC,Citizens First Corporation,25.29,64414692.18,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/czfc
AREC,American Resources Corporation,2.75,64119541.75,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arec
KFFB,Kentucky First Federal Bancorp,7.65,64063509.75,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/kffb
SYNC,"Synacor, Inc.",1.64,64046398.48,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sync
OBAS,Optibase Ltd.,12.25,63899136,n/a,1999,Finance,Real Estate,https://www.nasdaq.com/symbol/obas
HSDT,"Helius Medical Technologies, Inc.",2.73,63820550.43,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/hsdt
NMCI,Navios Maritime Containers L.P.,1.84,63669704,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nmci
FNJN,"Finjan Holdings, Inc.",2.3,63504205.2,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn
HCAP,Harvest Capital Credit Corporation,10.25,63266669.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hcap
CSPI,CSP Inc.,15.22,62977787.82,n/a,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi
SALM,"Salem Media Group, Inc.",2.4,62846668.8,n/a,1999,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/salm
DNJR,GOLDEN BULL LIMITED,4.08,62828674.8,n/a,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dnjr
PFMT,Performant Financial Corporation,1.18,62715307.88,n/a,2012,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/pfmt
GRNQ,Greenpro Capital Corp.,1.1458,62702632.0162,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/grnq
